*************Target variables in total: 40*************
Number of Fault Insertions: 504
Number of Faulty Executions: 415
,variable_name,max_risk_diff,quantile1,quantile2
38,ceps_0,1.0,0,3
6,y_0,0.8088088088088088,0,8
30,sqrty_0,0.807035175879397,9,0
0,y_2,0.798,9,0
35,ampl_0,0.7909547738693468,0,8
5,y2_0,0.7697697697697697,2,8
39,seps_0,0.7689530685920577,8,4
27,z_0,0.6964824120603015,0,8
31,result_val_2,0.6613065326633166,4,1
18,cy_0,0.5889447236180905,0,2
24,sy_0,0.4170854271356783,0,8
11,d_4,0.1981981981981982,0,8
8,e_4,0.19519519519519518,2,0
12,d_1,0.17417417417417416,1,0
9,e_1,0.16516516516516516,1,0
25,d_5,0.13366834170854272,9,3
19,s_0,0.07939698492462312,4,0
23,abs_sum_0,0.04120603015075376,2,1
28,stat_ct_0,0.0,0,0
34,result_err_8,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
4,status_0,0.0,0,0
36,stat_ca_0,0.0,0,0
37,e2_0,0.0,0,0
2,result_err_7,0.0,0,0
29,stat_cp_0,0.0,0,0
33,result_err_9,0.0,0,0
7,result_err_0,0.0,0,0
26,seps_1,0.0,0,0
22,ceps_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
15,temp_0,0.0,0,0
14,temp_3,0.0,0,0
13,d_0,0.0,0,0
10,e_0,0.0,0,0
20,result_val_0,0.0,0,0
