*************Target variables in total: 40*************
Number of Faulty Executions: 969
,variable_name,max_risk_diff,quantile1,quantile2
38,seps_1,0.036363636363636376,0,2
39,ceps_1,0.018181818181818188,0,1
10,d_1,0.013013013013013053,6,4
13,e_1,0.011011011011011096,6,4
11,d_4,0.011011011011010985,0,4
2,y_2,0.010000000000000009,1,0
27,cy_0,0.009045226130653283,0,9
14,e_4,0.00800800800800805,6,3
25,result_val_0,0.0060301507537687815,0,7
20,sy_0,0.005025125628140725,0,5
37,z_0,0.004020100502512558,9,0
19,d_5,0.0020100502512563345,1,8
33,result_val_2,0.0020100502512563345,0,9
17,y2_0,0.002002002002001957,0,9
26,s_0,0.0010050251256281673,0,8
29,ampl_0,0.0010050251256281673,0,9
16,y_0,0.0010010010010009784,0,9
6,dd_1,0.0010010010010009784,0,4
7,temp_0,0.0010010010010009784,0,4
36,stat_ct_0,0.0,0,0
28,stat_ca_0,0.0,0,0
35,stat_cp_0,0.0,0,0
34,sqrty_0,0.0,0,0
32,result_err_10,0.0,0,0
31,result_err_9,0.0,0,0
30,result_err_8,0.0,0,0
3,fn_1,0.0,0,0
9,d_0,0.0,0,0
5,dd_0,0.0,0,0
4,status_0,0.0,0,0
8,temp_3,0.0,0,0
24,e2_0,0.0,0,0
23,result_err_1,0.0,0,0
22,ceps_0,0.0,0,0
21,abs_sum_0,0.0,0,0
1,result_val_1,0.0,0,0
18,seps_0,0.0,0,0
15,result_err_0,0.0,0,0
12,e_0,0.0,0,0
0,result_err_7,0.0,0,0
