*************Target variables in total: 40*************
Number of Fault Insertions: 520
Number of Faulty Executions: 454
,variable_name,max_risk_diff,quantile1,quantile2
6,y_0,0.986986986986987,0,6
26,seps_1,0.8606060606060606,9,8
14,temp_3,0.8508508508508509,0,1
23,abs_sum_0,0.8311557788944723,8,9
30,sqrty_0,0.8221105527638192,1,3
16,dd_1,0.8198198198198199,0,1
15,temp_0,0.7417417417417418,0,1
9,e_1,0.7347347347347348,0,1
5,y2_0,0.7327327327327327,0,8
27,z_0,0.7326633165829146,8,6
11,d_4,0.7167167167167168,9,1
8,e_4,0.6966966966966968,0,3
22,ceps_1,0.5878787878787879,3,0
0,y_2,0.45600000000000007,2,3
19,s_0,0.37889447236180906,9,8
18,cy_0,0.3748743718592965,0,2
25,d_5,0.3306532663316583,0,9
24,sy_0,0.25829145728643216,0,7
31,result_val_2,0.24824120603015076,4,0
20,result_val_0,0.19597989949748743,9,8
39,seps_0,0.10843373493975904,6,1
12,d_1,0.07407407407407407,9,1
35,ampl_0,0.01909547738693468,0,9
2,result_err_7,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
1,result_val_1,0.0,0,0
21,result_err_1,0.0,0,0
29,stat_cp_0,0.0,0,0
28,stat_ct_0,0.0,0,0
4,status_0,0.0,0,0
7,result_err_0,0.0,0,0
10,e_0,0.0,0,0
13,d_0,0.0,0,0
17,dd_0,0.0,0,0
3,fn_1,0.0,0,0
