*************Target variables in total: 40*************
Number of Fault Insertions: 229
Number of Faulty Executions: 182
,variable_name,max_risk_diff,quantile1,quantile2
31,result_val_2,0.011055276381909548,4,0
6,y_0,0.007007007007007007,2,3
25,d_5,0.006030150753768844,0,8
5,y2_0,0.006006006006006006,1,3
0,y_2,0.004,7,0
30,sqrty_0,0.003015075376884422,8,0
27,z_0,0.003015075376884422,0,3
24,sy_0,0.0020100502512562816,8,0
23,abs_sum_0,0.0010050251256281408,3,0
26,seps_1,0.0,0,0
28,stat_ct_0,0.0,0,0
29,stat_cp_0,0.0,0,0
32,result_err_10,0.0,0,0
21,result_err_1,0.0,0,0
33,result_err_9,0.0,0,0
34,result_err_8,0.0,0,0
35,ampl_0,0.0,0,0
36,stat_ca_0,0.0,0,0
37,e2_0,0.0,0,0
38,ceps_0,0.0,0,0
22,ceps_1,0.0,0,0
20,result_val_0,0.0,0,0
1,result_val_1,0.0,0,0
19,s_0,0.0,0,0
2,result_err_7,0.0,0,0
3,fn_1,0.0,0,0
4,status_0,0.0,0,0
7,result_err_0,0.0,0,0
8,e_4,0.0,0,0
9,e_1,0.0,0,0
10,e_0,0.0,0,0
11,d_4,0.0,0,0
12,d_1,0.0,0,0
13,d_0,0.0,0,0
14,temp_3,0.0,0,0
15,temp_0,0.0,0,0
16,dd_1,0.0,0,0
17,dd_0,0.0,0,0
18,cy_0,0.0,0,0
39,seps_0,0.0,0,0
