*************Target variables in total: 40*************
Number of Fault Insertions: 536
Number of Faulty Executions: 465
,variable_name,max_risk_diff,quantile1,quantile2
11,d_4,0.992992992992993,9,1
0,y_2,0.966,9,0
39,seps_0,0.9161603888213852,9,4
5,y2_0,0.9049049049049049,8,9
24,sy_0,0.8653266331658291,1,0
30,sqrty_0,0.857286432160804,9,0
6,y_0,0.8428428428428428,8,9
26,seps_1,0.7616279069767442,9,1
22,ceps_1,0.686046511627907,0,1
19,s_0,0.6180904522613065,0,1
25,d_5,0.6000000000000001,1,0
27,z_0,0.5748743718592966,3,9
18,cy_0,0.5346733668341708,3,4
31,result_val_2,0.47738693467336685,6,0
23,abs_sum_0,0.38994974874371857,9,1
20,result_val_0,0.2,6,1
8,e_4,0.18818818818818817,1,0
12,d_1,0.15015015015015015,1,0
9,e_1,0.09809809809809811,1,0
35,ampl_0,0.016080402010050288,8,9
14,temp_3,0.003003003003003003,1,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
29,stat_cp_0,0.0,0,0
36,stat_ca_0,0.0,0,0
37,e2_0,0.0,0,0
38,ceps_0,0.0,0,0
34,result_err_8,0.0,0,0
3,fn_1,0.0,0,0
28,stat_ct_0,0.0,0,0
4,status_0,0.0,0,0
1,result_val_1,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
15,temp_0,0.0,0,0
13,d_0,0.0,0,0
2,result_err_7,0.0,0,0
10,e_0,0.0,0,0
7,result_err_0,0.0,0,0
21,result_err_1,0.0,0,0
