*************Target variables in total: 40*************
Number of Fault Insertions: 496
Number of Faulty Executions: 493
,variable_name,max_risk_diff,quantile1,quantile2
22,ceps_1,0.9634146341463414,1,0
14,temp_3,0.954954954954955,0,1
18,cy_0,0.8884422110552763,7,9
39,seps_0,0.8676293622141997,0,9
23,abs_sum_0,0.8060301507537688,0,8
6,y_0,0.7887887887887888,4,7
0,y_2,0.773,5,9
30,sqrty_0,0.7648241206030151,6,9
19,s_0,0.7447236180904523,6,9
26,seps_1,0.7439024390243902,1,8
25,d_5,0.7386934673366835,8,9
24,sy_0,0.7115577889447237,2,8
5,y2_0,0.6746746746746747,4,0
35,ampl_0,0.6331658291457287,0,3
31,result_val_2,0.5025125628140703,0,3
20,result_val_0,0.4994974874371859,7,9
27,z_0,0.44623115577889444,3,9
9,e_1,0.4014014014014014,0,1
12,d_1,0.3673673673673674,0,1
11,d_4,0.24624624624624625,0,9
8,e_4,0.2202202202202202,2,0
29,stat_cp_0,0.0,0,0
33,result_err_9,0.0,0,0
36,stat_ca_0,0.0,0,0
32,result_err_10,0.0,0,0
37,e2_0,0.0,0,0
38,ceps_0,0.0,0,0
34,result_err_8,0.0,0,0
7,result_err_0,0.0,0,0
28,stat_ct_0,0.0,0,0
3,fn_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
4,status_0,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
15,temp_0,0.0,0,0
13,d_0,0.0,0,0
10,e_0,0.0,0,0
2,result_err_7,0.0,0,0
